,x1,x2,outlier
0,-5.19506362296679,-4.332915573818153,0
1,0.23065191012811967,2.0368910535195086,0
2,1.2745513563184665,4.1753403886820255,0
3,0.38096165423044925,2.1218597069862124,0
4,0.8396067170697499,-1.6404887569835895,0
5,2.520359247984342,1.9513897679342962,0
6,-1.5456373588641061,-4.767094182316425,0
7,-1.5267778770958784,0.37417389028316245,0
8,2.9086460144610915,4.085200886445359,0
9,-0.3235421857031424,-0.9428179115278523,0
10,-1.0456578928757458,-0.9651081957680937,0
11,0.377352684995773,0.6766444672744332,0
12,-1.0326028522503237,-1.1098314906663003,0
13,0.14667841801745957,-0.6345390336276916,0
14,1.9180375360115764,3.704657284191987,0
15,0.10962921377562379,0.26836094454207343,0
16,1.1546849155654189,2.314525945177475,0
17,-1.7576953488980722,-1.2999834039565372,0
18,-2.5167447070127054,-2.2725043896497907,0
19,-0.7260906226219472,-0.37077768282909046,0
20,-0.2937951793425771,2.1317625809994496,0
21,0.6792177212163424,-0.10756803163151998,0
22,0.6277803754223693,2.157918066096901,0
23,1.1850044490309997,3.428347347451892,0
24,0.6726643289970332,0.13748999094775954,0
25,-0.43555531543002235,-0.7486433674395696,0
26,0.03360563431878477,1.6839524530382957,0
27,-1.2718827446206338,0.6100948679775284,0
28,-0.12188597797690541,0.09564574779835687,0
29,-0.6124321802189107,-2.3804889250539674,0
30,0.2094222075600314,-0.25199803538469584,0
31,-0.8754834055161992,1.3134837016410534,0
32,-0.1683342282151834,1.2023246933415286,0
33,-1.0730477566190046,-1.4853205260376083,0
34,-1.0249657922178523,0.10403525617512561,0
35,1.089367519463196,0.8377305573582047,0
36,1.8138285510318435,1.6557349724031358,0
37,-3.283341350840706,-6.470252157090268,0
38,0.5363253912443752,0.5507840228237726,0
39,1.013228017092068,-0.43570950387584645,0
40,-0.45254992075954276,1.6845050778621444,0
41,0.5919986912272309,1.1433324726120284,0
42,1.0325742427789195,1.9987248034396763,0
43,-1.376402455152799,-3.4894366497776614,0
44,-0.6259032109749992,-1.2367390874139852,0
45,0.1928619620517265,1.248954622753483,0
46,-1.267708496014247,-1.0456006944477099,0
47,-0.6459396705985394,1.4184446589085156,0
48,0.6392110091416292,3.0602970767023474,0
49,0.13216218783581787,-0.07249939216011056,0
50,-1.358520119506372,-1.9335449259229638,0
51,2.4725871803686763,3.4140132816958952,0
52,-2.089565819981188,-1.5137041386232577,0
53,-1.4856705380514745,-2.305432346997345,0
54,-2.7448254167248853,-2.7079540732224077,0
55,1.150403569764895,0.36829079054368813,0
56,0.9401159601602048,1.9443536974053308,0
57,1.703959679979923,1.8450545647703644,0
58,0.3591855516073987,-0.4361953051890126,0
59,-0.6258904664529036,-1.4917813308048113,0
60,0.10413597749744276,-0.890056192892736,0
61,-0.9209473821025193,-4.502693966773715,0
62,0.4123369009399202,0.5045545359611601,0
63,2.040410937164862,2.957673901830833,0
64,-2.80384545020059,-2.8414898635427313,0
65,1.0333655086373412,1.0486466057996255,0
66,1.1003964586501245,1.584680506984597,0
67,0.6587498336059195,0.6761101386876874,0
68,1.994726528743497,3.371755360319178,0
69,0.3741131025226701,2.1625660238136177,0
70,3.003760896994584,6.168597148649312,0
71,-1.348382886986868,0.0643936506573382,0
72,1.2021501255389195,-0.20942562354408037,0
73,2.370203466801782,0.31113306349956626,0
74,0.5635990934972582,1.0902686799919739,0
75,-0.20644458249955683,2.064315184228128,0
76,0.7711836726136894,-0.06580700741351601,0
77,0.7345257094058447,0.524861015540548,0
78,0.8708307978093262,2.1857434913505824,0
79,-2.148855632081476,-1.014327758917969,0
80,-1.742716105259972,-1.7219716221465493,0
81,3.7080360975181175,5.322551480215596,0
82,-0.9298332015738012,-1.3284454838698734,0
83,-0.24615222140923687,-1.520400783320639,0
84,0.15000601419117238,2.1422245518123293,0
85,-1.0248407683594438,-2.4795933524157214,0
