,x1,x2,outlier
0,212.02165676612842,-0.557109028704486,1
1,209.68999504170617,0.11229020995440328,1
2,237.91043246005665,-3.324635718218819,1
3,197.49353384215848,1.1236763574166726,1
4,244.516311945422,-2.958319879729702,1
5,186.99118128179575,2.546765971907125,1
6,174.89955167280465,1.1541137749383457,1
7,200.02056829704216,-0.6562127006345457,1
8,176.97819486504545,0.8630338718126739,1
9,198.57900401099016,0.8541227983597288,1
10,190.6819155709461,0.9333341244243271,1
11,209.95406371361975,-0.8894996830763444,1
12,192.49240982867747,-0.7733456886129001,1
13,203.91489091276458,0.009289906048867468,1
14,233.6650616949691,-2.7613158041476566,1
15,191.87093764602184,1.2154000248558505,1
16,193.84625802698955,0.91071782238101,1
17,225.4572315836213,-0.8752322067428079,1
18,194.5756226610563,0.5590346338722323,1
19,169.02123996629894,1.114460584660384,1
20,242.59196832544984,-2.2050160018223997,1
21,215.98107623720313,-1.7062380959855645,1
22,216.80928986304022,-2.24344513828811,1
23,218.26708816274837,-3.536464399601857,1
24,225.09473385293813,-0.8143888116344812,1
25,186.93068782569995,0.8180510226070385,1
26,204.19292459656066,1.3144863143967123,1
27,187.41983619232835,0.5937581523100176,1
28,179.67352428376876,1.4376470755729331,1
29,221.55997853729357,-1.664139803340789,1
30,197.7222079996612,1.6307945109380149,1
31,196.0758990397935,-0.5695545346473139,1
32,203.0198967842039,-1.289828617889269,1
33,212.45222466865116,-1.0160426880323055,1
34,187.73892438327974,1.3005852673119136,1
35,182.66428019001114,1.3590680647320479,1
36,185.81450626951082,1.0343996430791282,1
37,184.67923606236008,0.9116729849597296,1
38,215.38577159451108,-2.126399891637602,1
39,200.24586447070118,0.5149789061544748,1
40,211.2810838501514,-0.0055537108131537855,1
41,173.12643883061108,3.048972493139206,1
42,215.72675234834654,-1.8668641061775828,1
43,200.91724048635794,-0.01359173245815505,1
44,212.23186042457547,-0.24847085787384676,1
45,210.2795493584847,-0.19592958953838388,1
46,191.40870391043222,1.1711010795548242,1
47,209.5892314403915,-1.058225352639791,1
48,172.41095151943284,2.7165589684397893,1
49,215.0790233821345,-0.5547390534370421,1
50,212.9422654066498,-1.134437114622519,1
51,210.15378662032919,-0.5126434821807662,1
52,197.31535065964283,-0.8498207733429053,1
53,228.38436971508003,-2.5694788714636365,1
54,195.34758968611754,1.2679649365353085,1
55,202.505532191949,-0.9471067411848831,1
56,201.14970953488316,1.079779099621297,1
57,209.61121473205526,-0.26245437803895183,1
58,186.80291270581597,1.3968698741527015,1
59,196.0783963082966,-0.5718775133259276,1
60,207.06148272445648,-0.22007842769405014,1
61,187.90781597083412,1.9071775291165218,1
62,194.79225935295435,0.42131382895860503,1
63,190.99962162508297,0.31397110463737143,1
64,178.5363988933744,2.03602102260154,1
65,201.8597027733951,-0.2952678070216191,1
66,163.8366555754077,2.0281556567509575,1
67,230.70812388655543,-1.2352990604635359,1
68,187.96548294143784,1.2074827329583944,1
69,208.85956177577881,-1.2369135292984756,1
70,204.56279257038656,-1.2632349389556103,1
71,235.65067627466362,-2.668238729087404,1
72,197.71279704708496,-0.4156426499748703,1
73,214.37356654946313,-0.546764669407695,1
74,185.12942090655622,-0.398908143805439,1
75,185.10262498584947,1.5173089232543966,1
76,205.47536951859007,-0.46232882162343597,1
77,188.6352135520504,0.7209786062612894,1
78,234.12621675362328,-2.9682538175525504,1
79,224.1969732402211,-2.0976657807508334,1
80,179.5985467220431,1.3366842812658681,1
81,185.16931952958203,2.0326554399640817,1
82,213.62868043579562,-0.30626592524778534,1
83,191.4580652274123,1.5489588625142798,1
84,179.5570886749198,0.4595263708277788,1
85,209.0672973112894,0.035909791862015344,1
86,193.46087729825837,-1.3215256907030426,1
87,171.26204093653033,1.8418749009796191,1
88,169.87328840419133,2.179424542490224,1
89,188.4933893356998,1.0971148740396623,1
90,191.72011437685322,-1.2107413180331903,1
91,183.6208202434835,1.7174737723129054,1
92,171.10538101281108,2.686717595465794,1
93,234.81701230708802,-2.7788533283935672,1
94,165.19507483133378,2.895867122004501,1
95,193.07679174281256,2.149050326921332,1
96,151.7913504759181,1.7238581796060901,1
97,196.0006220407059,0.1095306597636064,1
98,190.91568106711512,0.7256771621530934,1
99,224.61233037172113,-1.5278476669811114,1
100,0.0,0.192,0
101,1.0,0.7906756537291997,0
102,2.0,0.09327784333231548,0
103,3.0,0.5053332335643043,0
104,4.0,0.8091687467161024,0
105,5.0,0.5663116908177593,0
106,6.0,1.0150898871648548,0
107,7.0,0.9482317969444716,0
108,8.0,0.5120666467385833,0
109,9.0,0.877724552684678,0
110,10.0,0.5683366430758001,0
111,11.0,0.8254351791849275,0
112,12.0,0.5025536741017154,0
113,13.0,1.17322700937313,0
114,14.0,0.8509915492433442,0
115,15.0,0.7085852522924732,0
116,16.0,1.2227477802783104,0
117,17.0,1.2558206039901054,0
118,18.0,0.6845471059286886,0
119,19.0,1.4576726796328034,0
120,20.0,1.496744825477394,0
121,21.0,1.3417132427757892,0
122,22.0,1.4725299180241962,0
123,23.0,1.616349209133704,0
124,24.0,0.9531279255020151,0
125,25.0,1.1180254037844386,0
126,26.0,1.6542035792312149,0
127,27.0,1.5728270524660197,0
128,28.0,1.6338631515885007,0
129,29.0,1.1412819894918915,0
130,30.0,1.5830565162951535,0
131,31.0,1.4895625667976582,0
132,32.0,1.1623789028731601,0
133,33.0,1.4406872507286885,0
134,34.0,1.3084723329629884,0
135,35.0,1.3025218953682733,0
136,36.0,1.0484267284282716,0
137,37.0,1.7469806834748456,0
138,38.0,1.2773806834748456,0
139,39.0,1.1676267284282715,0
140,40.0,1.2569218953682735,0
141,41.0,1.2316723329629884,0
142,42.0,1.7134872507286887,0
143,43.0,1.5399789028731603,0
144,44.0,1.2727625667976583,0
145,45.0,1.7182565162951535,0
146,46.0,1.2284819894918915,0
147,47.0,1.0162631515885006,0
148,48.0,1.0912270524660195,0
149,49.0,1.1118035792312149,0
150,50.0,1.5940254037844386,0
151,51.0,1.0531279255020152,0
152,52.0,1.2123492091337043,0
153,53.0,1.3293299180241964,0
154,54.0,1.3793132427757893,0
155,55.0,0.8959448254773943,0
156,56.0,1.2368726796328033,0
157,57.0,0.8989471059286889,0
158,58.0,0.8782206039901056,0
159,59.0,1.2739477802783106,0
160,60.0,0.9213852522924733,0
161,61.0,0.5557915492433441,0
162,62.0,1.00762700937313,0
163,63.0,0.9161536741017152,0
164,64.0,0.5518351791849277,0
165,65.0,1.1467366430758004,0
166,66.0,0.45372455268467815,0
167,67.0,0.6392666467385834,0
168,68.0,0.47303179694447167,0
169,69.0,0.5502898871648548,0
170,70.0,0.6831116908177597,0
171,71.0,0.3099687467161022,0
172,72.0,0.27333323356430456,0
173,73.0,0.24287784333231574,0
174,74.0,0.07787565372919981,0
175,75.0,0.04160000000000013,0
176,76.0,0.19732434627080092,0
177,77.0,0.6403221566676847,0
178,78.0,0.23226676643569616,0
179,79.0,-0.1299687467161024,0
180,80.0,0.325688309182241,0
181,81.0,-0.13428988716485457,0
182,82.0,-0.20023179694447102,0
183,83.0,0.09433335326141645,0
184,84.0,-0.2713245526846779,0
185,85.0,-0.07633664307580018,0
186,86.0,0.1905648208150728,0
187,87.0,-0.23615367410171498,0
188,88.0,0.1923729906268704,0
189,89.0,-0.2325915492433443,0
190,90.0,0.015414747707527043,0
191,91.0,-0.14274778027831025,0
192,92.0,-0.313420603990105,0
193,93.0,-0.3781471059286884,0
194,94.0,-0.6608726796328034,0
195,95.0,-0.6055448254773943,0
196,96.0,-0.2521132427757894,0
197,97.0,-0.6253299180241958,0
198,98.0,-0.27314920913370366,0
199,99.0,-0.1699279255020153,0
200,100.0,-0.11082540378443884,0
201,101.0,-0.24140357923121447,0
202,102.0,-0.2504270524660194,0
203,103.0,-0.7106631515885005,0
204,104.0,-0.8396819894918914,0
205,105.0,-0.2174565162951535,0
206,106.0,-0.3127625667976581,0
207,107.0,-0.5687789028731602,0
208,108.0,-0.9166872507286887,0
209,109.0,-0.7732723329629883,0
210,110.0,-0.44972189536827334,0
211,111.0,-0.7772267284282716,0
212,112.0,-0.5573806834748455,0
213,113.0,-0.7165806834748455,0
214,114.0,-0.4452267284282715,0
215,115.0,-0.9657218953682732,0
216,116.0,-0.39247233296298834,0
217,117.0,-0.2958872507286887,0
218,118.0,-0.4159789028731603,0
219,119.0,-0.4679625667976582,0
220,120.0,-0.3790565162951536,0
221,121.0,-0.13968198949189148,0
222,122.0,-0.5346631515885005,0
223,123.0,-0.6120270524660196,0
224,124.0,-0.34060357923121476,0
225,125.0,-0.14682540378443898,0
226,126.0,-0.333927925502015,0
227,127.0,-0.7107492091337039,0
228,128.0,-0.7949299180241967,0
229,129.0,-0.11931324277578959,0
230,130.0,-0.16154482547739468,0
231,131.0,-0.5328726796328032,0
232,132.0,-0.3149471059286889,0
233,133.0,-0.3974206039901057,0
234,134.0,0.16765221972168953,0
235,135.0,-0.18458525229247325,0
236,136.0,0.20580845075665577,0
237,137.0,-0.45482700937313025,0
238,138.0,0.030246325898284687,0
239,139.0,0.21296482081507262,0
240,140.0,-0.39153664307580094,0
241,141.0,0.35267544731532136,0
242,142.0,0.23033335326141696,0
243,143.0,0.1717682030555287,0
244,144.0,0.4425101128351447,0
245,145.0,-0.13751169081775988,0
246,146.0,0.5796312532838973,0
247,147.0,0.2786667664356962,0
